type,content,article_id
example,"Let $\ell=1000\; {\rm ps}$. Supposing that  $x_c=(8,\,7,\,20)$ and $x_c=(8,\,7,\,30)$, we show the results of numerical reconstructions from noise-free measurements for different initial S-D pairs in Table \ref{tbl:ex_large_lt01}. The results of the measurements containing different noise levels are shown in Table \ref{tbl:ex_large_lt02}.",2502.01037
theorem,"For a given right-end state $(v_+,u_+)\in \mathbb{R}_+\times\mathbb{R}$, there exist positive constants $\delta_0$ and $\varepsilon_0$ such that the following statements hold.             For any $(v_m,u_m) \in S_2(v_+,u_+)$ and $(v_-,u_-) \in R_1(v_m,u_m)$ such that     \[|(v_+,u_+)-(v_m-u_m)|+|(v_m-u_m)-(v_-,u_-)|<\delta_0,\]    let $(v^r,u^r)(\frac{x}{t})$ be the 1-rarefaction \eqref{eq:rarefaction wave} with end states $(v_-,u_-)$ and $(v_m,u_m)$, and  $(\vs,\us)(x-\sigma t)$ be the 2-viscous-dispersive shock wave \eqref{viscous-dispersive-shock} with the end states $(v_m,u_m)$ and $(v_+,u_+)$. Let $(v_0,u_0)$ be any initial data such that    \[\sum_{\pm}\left\|(v_0-v_{\pm},u_0-u_{\pm})\right\|_{L^2(\R_\pm)}+\|v_{0x}\|_{H^1(\R)}+\|u_{0x}\|_{L^2(\R)}<\e_0,\]    where $\R_-:=-\R_+=(-\infty,0)$. Then, the Navier--Stokes--Korteweg system \eqref{eq:NSK} admits a unique global-in-time solution $(v,u)$. Moreover, there exists a Lipschitz continuous shift function $X:[0,\infty)\to \bbr$ such that $X(0)=0$ and                &v(t,x)-\left(v^r(x/t) + \vs(x-\sigma t -X(t)) -v_m \right)\in C(0,\infty;H^2(\R)),\\       &u(t,x)-\left(u^r(x/t) + \us(x-\sigma t -X(t)) -v_m \right)\in C(0,\infty;H^1(\R))\cap L^2(0,\infty;H^2(\R)).            In addition, we have            &\lim_{t\to\infty}\|v(t,\cdot)-\left(v^r(\cdot/t)+v^S(\cdot-\sigma t-X(t))-v_m\right)\|_{W^{1,\infty}(\R)}=0,\\    &\lim_{t\to\infty}\|u(t,\cdot)-\left(u^r(\cdot/t)+u^S(\cdot-\sigma t-X(t))-u_m\right)\|_{L^{\infty}(\R)}=0,         	and 	 		\lim_{t\to\infty} |\dot{X}(t)|=0.",2502.01063
proof,"Since the proof can be found in \cite{MN86}, except for the estimate on the third- and fourth-order derivatives, we only need to prove the estimates on the high-order derivatives. For brevity, we present the proof in Appendix \ref{sec:app-rarefaction-proof}.",2502.01063
proof,"The local existence can be proven, as presented in \cite{S76}, by using the standard argument of constructing a sequence of approximate solutions and applying the Cauchy estimate. For the sake of brevity, the proof is omitted.",2502.01063
proof,"The proofs of the first three estimates in \eqref{est-interaction} are identical to those of \cite[Lemma 4.2]{KVW23}. Since the properties of the viscous-dispersive shock wave in \eqref{shock-property} are the same as those of the viscous shock wave in \cite[Lemma 2.2]{KVW23}, we can directly apply the proof of \cite{KVW23}. Therefore, we focus on estimating $Q_1^I$ and $Q_2$.\\ 	 	\noindent $\bullet$ (Estimate of $Q_1^I$): Recall the definition of $Q_1^I$ in \eqref{Q1I}:      Q_1^I&=(p(\overline{v})-p(v^R)-p(v^S))_x-\left(\m\frac{\ou_x}{\ov}-\mu^R\frac{\ur_x}{\vr}-\mu^S\frac{\us_x}{\vs}\right)_x\\     &-\left( \ok \left(-\frac{\ov_{xx}}{\ov^5} + \frac{5(\ov_x)^2}{2\ov^6} \right)-\kr \left(-\frac{\vr_{xx}}{(\vr)^5} + \frac{5(\vr_x)^2}{2(\vr)^6} \right)-\ks \left(-\frac{\vs_{xx}}{(\vs)^5} + \frac{5((\vs)_x)^2}{2(\vs)^6} \right)\right)_x\\     &+\left(  \ok' \frac{(\ov_x)^2}{2\ov^5} -(\kr)' \frac{(\vr_x)^2}{2(\vr)^5}-(\ks)' \frac{(\vs_x)^2}{2(\vs)^5}\right)_x.  Using $\ov=\vr+\vs-v_m$, the first two terms of $Q_1^I$ can be easily estimated as              (p(\overline{v})-p(v^R)-p(v^S))_x & =p'(\ov)(\vr_x+\vs_x)-p'(\vr)\vr_x-p'(\vs)\vs_x\\         &\le C \big[ |\vr_x| |\vs-v_m| + |\vs_x| |\vr-v_m|\big],      and              \left(\m\frac{\ou_x}{\ov}-\mr \frac{\ur_x}{\vr}-\ms \frac{\us_x}{\vs}\right)_x          &\le \left| \left( \ur_x \left( \frac{\m}{\ov}-\frac{\mr}{\vr} \right) \right)_x \right| +\left|\left( \us_x \left( \frac{\m}{\ov}- \frac{\ms}{\vs}\right) \right)_x \right|\\         &\le C \big[ |\ur_{xx}| |\vs-v_m| + |\us_{xx}| |\vr-v_m| + |\ur_x||\vs_x| +|\us_x| |\vr_x|\big].      Next, we estimate the third term of $Q^I_1$ as              &\left| \left( \ok \left(-\frac{\ov_{xx}}{\ov^5} + \frac{5(\ov_x)^2}{2\ov^6} \right)-\kr \left(-\frac{\vr_{xx}}{(\vr)^5} + \frac{5(\vr_x)^2}{2(\vr)^6} \right)-\ks \left(-\frac{\vs_{xx}}{(\vs)^5} + \frac{5(\vs_x)^2}{2(\vs)^6} \right) \right)_x \right| \\         &\le \left| \left(  - \ok \frac{\ov_{xx}}{\ov^5} + \kr \frac{\vr_{xx}}{(\vr)^5} +(\ks)\frac{\vs_{xx}}{(\vs)^5} \right)_x \right| +\frac{5}{2} \left| \left( \ok  \frac{(\ov_x)^2}{\ov^6} -\kr  \frac{(\vr_x)^2}{(\vr)^6} -\ks  \frac{(\vs_x)^2}{(\vs)^6} \right)_x \right|.          However, since $\ov_{xx}=\vr_{xx}+\vs_{xx}$, we have              &\left| \left(  - \ok \frac{\ov_{xx}}{\ov^5} + \kr \frac{\vr_{xx}}{(\vr)^5} +\ks \frac{\vs_{xx}}{(\vs)^5} \right)_x \right|         \\         &=\left| \left( \vr_{xx} \left(\frac{\ok}{\ov^5}-\frac{\kr}{(\vr)^5} \right)+ \vs_{xx} \left(\frac{\ok}{\ov^5}-\frac{\ks}{(\vs)^5} \right) \right)_x \right|\\         &\le \left| \vr_{xxx} \left(\frac{\ok}{\ov^5}-\frac{\kr}{(\vr)^5} \right)+ \vs_{xxx} \left(\frac{\ok}{\ov^5}-\frac{\ks}{(\vs)^5} \right) \right| +\left|  \vr_{xx} \left(\frac{\ok}{\ov^5}-\frac{\kr}{(\vr)^5} \right)_x+ \vs_{xx} \left(\frac{\ok}{\ov^5}-\frac{\ks}{(\vs)^5} \right)_x \right| \\         &\le C \big[ |\vr_{xxx}| | \vs-v_m| + |\vs_{xxx}| |\vr-v_m| +  |\vr_{xx}| |\vs_x| +  |\vr_{xx}| |\vr_x| |\vs-v_m| +  |\vs_{xx}| |\vr_x| + |\vs_{xx}| |\vs_x| |\vr-v_m| \big]\\         &\le C\left[ |(\vr_{xx}\vr_x,\vr_{xxx})| |\vs-v_m| + |(\vs_{xx}\vs_x,\vs_{xxx})| | \vr-v_m| + |\vr_{xx}||\vs_x|+|\vs_{xx}||\vr_x|\right].          Similarly, we use   $(\ov_{x})^2=(\vr_{x})^2+(\vs_{x})^2+2 \vr_x \vs_x$ to obtain              &\left| \left( \ok  \frac{(\ov_x)^2}{\ov^6} -\kr  \frac{(\vr_x)^2}{(\vr)^6} -\ks  \frac{(\vs_x)^2}{(\vs)^6} \right)_x \right|\\         &\le \left| \left( (\vr_{x})^2 \left(\frac{\ok}{\ov^6}-\frac{\kr}{(\vr)^6} \right)+ (\vs_{x})^2 \left(\frac{\ok}{\ov^6}-\frac{\ks}{(\vs)^6} \right) \right)_x \right|  +2 \left|   \left( \frac{\ok}{\ov^6}\vr_x\vs_x  \right)_x \right| \\         &\le C \big[  |\vr_{x}\vr_{xx}| | \vs-v_m| + |\vs_{x}\vs_{xx}| | \vr-v_m|  \\          &\quad +  |\vr_{x}|^2 |\vs_x| +  |\vr_{x}|^3  |\vs-v_m| +  |\vs_{x}|^2 |\vr_x| +  |\vs_{x}|^3  |\vr-v_m| + |\vr_{xx}| |\vs_x| + |\vr_{x}| |\vs_{xx}|\big] \\         &\le C\big[ | (\vr_x\vr_{xx},|\vr_x|^3 ) | |\vs-v_m| + | (\vs_x\vs_{xx},|\vs_x|^3 ) | |\vr-v_m| \\          &\quad +|( |\vr_x|^2,\vr_{xx})| |\vs_x|+|( |\vs_x|^2,\vs_{xx})| |\vr_x|\big].          Finally, the fourth term of $Q^I_1$ can be estimated by using similar argument as              &\frac{1}{2}\left| \left(  \ok' \frac{(\ov_x)^2}{\ov^5} -(\kr)' \frac{(\vr_x)^2}{(\vr)^5}-(\ks)' \frac{(\vs_x)^2}{(\vs)^5}\right)_x \right|\\         &\le \frac{1}{2} \left| \left( (\vr_{x})^2 \left(\frac{\ok'}{\ov^5}-\frac{(\kr)'}{(\vr)^5} \right)+ (\vs_{x})^2 \left(\frac{\ok'}{\ov^5}-\frac{(\ks)'}{(\vs)^5} \right) \right)_x \right|  + \left|   \left( \frac{\ok'}{\ov^5}\vr_x\vs_x  \right)_x \right| \\         &\le C \big[  |\vr_{x}\vr_{xx}| | \vs-v_m| + |\vs_{x}\vs_{xx}| | \vr-v_m|  \\          &\quad +  |\vr_{x}|^2 |\vs_x| +  |\vr_{x}|^3  |\vs-v_m| +  |\vs_{x}|^2 |\vr_x| +  |\vs_{x}|^3  |\vr-v_m| + |\vr_{xx}| |\vs_x| + |\vr_{x}| |\vs_{xx}|\big] \\         &\le C\big[ | (\vr_x\vr_{xx},|\vr_x|^3 ) | |\vs-v_m| + | (\vs_x\vs_{xx},|\vs_x|^3 ) | |\vr-v_m| \\          &\quad +|( |\vr_x|^2,\vr_{xx})| |\vs_x|+|( (\vs_x)^2,\vs_{xx})| |\vr_x|\big].          Combining all the estimates above, we obtain              |Q_1^I| &\le C\Big[ |(\vr_x,\vr_{xx},\vr_{xx}\vr_x,\vr_{xxx},|\vr_x|^3)| |\vs-v_m| + |(\vs_x,\vs_{xx},\vs_{xx}\vs_x,\vs_{xxx},|\vs_x|^3)| | \vr-v_m|  \\         &\quad +|( \ur_x,|\vr_x|^2,\vr_{xx})| |\vs_x|+|(\us_x, |\vs_x|^2,\vs_{xx})| |\vr_x|\Big],      and using Lemma \ref{lem:rarefaction_property} and Lemma \ref{lem:shock-property}, one has \[\|Q_1^I\|_{L^2} \le C \delta_S \delta_R e^{-C \delta_S t}. \]  \noindent $\bullet$ (Estimate of $Q_2$): Again, we recall the definition of $Q_2$ \[ Q_2= - \dot{X} \left(   \sqrt{\kappa(\vs)} \dfrac{ \vs_x}{(\vs)^{5/2}} -  \sqrt{\kappa(\ov)}\dfrac{ \vs_x}{\ov^{5/2}}  \right)_x,\] from which we directly obtain       |Q_2| &\le C |\dot{X}| \left[ |\vs_{xx}| |\vr-v_m| + |\vs_{x}| |\vr_x|\right].  Therefore, we again use Lemma \ref{lem:rarefaction_property} and Lemma \ref{lem:shock-property} to derive \[\|Q_2\|_{L^2} \le C \e_1 \delta_R \delta_S^{3/2} e^{-C \delta_S t}.\]",2502.01063
proof,"Since $U$ and $\overline{U}$ satisfy general form of the hyperbolic system \eqref{eq:NS-abs} and \eqref{eq:composite_wave}, we can use a similar estimate as in \cite[Lemma 2.3]{KV21} (see also \cite[Lemma 4.2]{HKKL_pre}). Precisely, we have   \frac{d}{dt} \int_\mathbb{R} a \eta (U|\oU) \, dx &=\dot{X}(t)Y-\sigma\int_\mathbb{R} a_x\eta(U|\oU) \, dx+ \sum_{i=1}^5 I_{1i},  where   I_{11}&:=-\int_\mathbb{R} a G(U;\oU)_x \, dx,\quad I_{12}:=-\int_\mathbb{R} a (D \eta (\oU))_x A(U| \oU) \, dx,\\ I_{13}&:=\int_\mathbb{R} a \left(D\eta(U)-D\eta(\oU) \right) \left(M(U)\left(D\eta (U)-D\eta(\oU) \right)_x\right)_x\, dx,\\ I_{14}&:=\int_\mathbb{R} a \left( D \eta(U)-D\eta(\oU)\right)\left( (M(U) -M(\oU))(D \eta(\oU))_x\right)_x\,dx,\\ I_{15}&:=\int_\mathbb{R}a (D\eta)(U|\oU) \left( M(\oU) \partial_x D \eta(\oU) \right)_x\, dx,\quad I_{16}:=-\int_\mathbb{R} a D^2 \eta(\oU)(U-\oU)  0 \\ Q_1 \\ Q_2  \, dx.   Using \eqref{relative_functional}, we explicitly compute each term as  I_{11}&=\int_\R a_x (p(v)-p(\ov) )(u-\ou)\, dx, \quad I_{12}=-\int_\R a \ou_x p(v|\ov) \, dx=-\int_{\R}a(u^R_x+u^S_x)p(v|\ov)\,dx, \\ I_{13}&=- \int_\R a \frac{\mu|(u-\ou)_x|^2}{v} \, dx \\ &\quad -\int_\R a_x \left(  \frac{\mu (u-\ou)(u-\ou)_x}{v}+\frac{\sqrt{\kappa}(u-\ou)(w-\ow)_x}{v^{5/2}}-\frac{\sqrt{\kappa}(w-\ow)(u-\ou)_x}{v^{5/2}}\right) dx,\\ I_{14}&=-\int_\R a_x\Bigg( (u-\ou)\left(\frac{\mu}{v}-\frac{\m}{\ov} \right)\ou_x+ (u-\ou)\left( \frac{\sqrt{\kappa}}{v^{5/2}}-\frac{\sqrt{\ok}}{\ov^{5/2}} \right)\ow_x-(w-\ow) \left( \frac{\sqrt{\kappa}}{v^{5/2}}-\frac{\sqrt{\ok}}{\ov^{5/2}} \right)\ou_x \Bigg) dx \\ &\quad  -\int_\R a \Bigg( (u-\ou)_x\left(\frac{\mu}{v}-\frac{\m}{\ov} \right)\ou_x+ (u-\ou)_x\left( \frac{\sqrt{\kappa}}{v^{5/2}}-\frac{\sqrt{\ok}}{\ov^{5/2}} \right)\ow_x-(w-\ow)_x \left( \frac{\sqrt{\kappa}}{v^{5/2}}-\frac{\sqrt{\ok}}{\ov^{5/2}} \right)\ou_x \Bigg) dx,\\ I_{15}&=0, \quad I_{16}=-\int_\mathbb{R} a (u-\ou) Q_1 \, dx -\int_\R a (w-\ow) Q_2 \, dx.  After expanding the terms, one can obtain the desired estimate.",2502.01063
proof,"The proof shares a similar estimate with \cite[Lemma 4.3]{HKKL_pre}, except that we consider the composite wave instead of a single shock. Let us define              I_{21}:=-\int_{\mathbb{R}} a \us_x p(v|\ov) \, dx =\int_{\mathbb{R}}  a \sqrt{\delta_S} a_x p(v | \ov) \,dx, \quad I_{22}:=\sigma \int_{\mathbb{R}} a_x Q(v|\ov) \, dx,      	where we use \eqref{a_x}. We use Lemma \ref{lem : Estimate-relative} and      \[|p(\ov)-p(v_m)| \le C \left( |\vs-v_m| + |\vr-v_m|\right) \le C \delta_0 \]      to estimate $I_{21}$ as              I_{21} &\le \frac{1}{2} \left( (\sqrt{\delta_S}+\delta_S)  \frac{\gamma+1}{ \gamma } \frac{1}{p(v_m)} \right) \int_\mathbb{R} a_x  |p(v)-p(\ov)|^2 \, dx \\          &\quad +C (\sqrt{\delta_S}+\delta_S) \delta_0 \int_\mathbb{R}a_x |p(v)-p(\ov)|^2 \, dx +C \int_\mathbb{R} a_x |p(v)-p(\ov)|^3 \, dx.          Next, we use Lemma \ref{lem : Estimate-relative}, \eqref{shock_speed_est}, and \eqref{shock_speed_est-2} to estimate $I_{22}$ as                  -I_{22} &\le -\frac{1}{2 \sigma_m}  \int_\mathbb{R} a_x |p(v)-p(\ov)|^2 \, dx - \frac{\sigma}{2\gamma}\int_\mathbb{R} a_x \left( p(\ov)^{-\frac{1}{\gamma}-1} -p(\vs)^{-\frac{1}{\gamma}-1} \right) |p(v)-p(\ov)|^2\, dx \\          &\quad + C \delta_S \int_\mathbb{R} a_x |p(v)-p(\ov)|^2 \, dx + C \int_\mathbb{R} a_x |p(v)-p(\ov)|^3 \, dx.                  Therefore, one can obtain                   %         I_{21} -I_{22}          &\le - C_1  \int_\R a_x |p(v)-p(\ov)|^2 \, d x  - \frac{\sigma}{2\gamma}\int_\mathbb{R} a_x \left( p(\ov)^{-\frac{1}{\gamma}-1} -p(\vs)^{-\frac{1}{\gamma}-1} \right) |p(v)-p(\ov)|^2\, dx \\          &\quad +C\sqrt{\delta_S}(\sqrt{\delta_S}+\delta_0) \int_\R a_x\big|p(v)-p(\ov)\big|^2 \, d x+C\int_\R a_x\big|p(v)-p(\ov)\big|^3 \, d x,                           where                  C_1 = \frac{1}{2}\left(\frac{1}{\sigma_m}-\sqrt{\delta_S}\frac{\gamma+1}{\gamma}\frac{1}{p(v_m)}\right).",2502.01063
proof,"Since $|v-\ov|\sim|p(v)-p(\ov)|$, and $|\vs_x| \sim \sqrt{\delta_S}|a_x|$, we observe that there exists a positive constant $C$ such that               G^S_v &\le C \int_\mathbb{R} |\vs_x| \left|p(v)-p(\ov)\right|^2 \, dx  \\          &\le C  \int_\mathbb{R} |\vs_x| \left|p(v)-p(\ov) - \frac{u-\ou}{2C_1}\right|^2 \, dx +C  \int_\mathbb{R} |\vs_x| \left|u-\ou\right|^2 \, dx \\          &\le C \sqrt{\delta_S} \mathcal{G}_1 + C G^S_u.     Considering the smallness of $\sqrt{\delta_S}$, one can choose small enough $C_3$, but independent of $\delta_0$ and $\e_1$ such that \eqref{C_2} holds.",2502.01063
proof,"By \eqref{shock-property} in Lemma \ref{lem:shock-property}, we recall that $|\vs_x| \sim |\us_x|$ and $\|\us_x\|_{L^\infty} \le C \delta_S^2$. Also,  we recall the equivalence between $|v-\ov|$ and $|p(v)-p(\ov)|$ in Lemma \ref{lem : Estimate-relative}. Then, the fist inequality can be directly obtained as              &\int_\mathbb{R} (|\vs_x|+|\us_x|)^{1+p} \left( \left|u-\ou\right|^2 +\left| v-\ov \right|^2 + \left| p(v)-p(\ov) \right|^2 \right) \, dx \\          &\le \|\us_x\|_{L^\infty}^p \int_\mathbb{R} |\us_x| \left( |u-\ou|^2 + |v-\ov|^2 \right) \, dx\le C \delta_S^{2p}  \left(G^S_u +G^S_v\right).       The proof of the second inequality follows a similar approach as the first one. It relies on the equivalence between $|v-\ov|$, $|p(v)-p(\ov)|$, and $p(v|\ov)$. Additionally, since $\| \ur_x\|_{L^\infty} \le \delta_R$ from the Lemma \ref{lem:rarefaction_property}, we have       &\int_\mathbb{R} (|\vr_x|+|\ur_x|)^{1+p} \left(  \left| v-\ov \right|^2 +\left| p(v)-p(\ov) \right|^2 \right) \, dx \\       &\le C \|\ur_x\|_{L^\infty}^p \int_\mathbb{R}  \ur_x p(v|\ov) \, dx \le C \delta_R^p \mathcal{G}^R.  The third inequality can be obtained by combining the first and second inequalities, using the $\ou_x=\ur_x+\us_x$. Finally, the fourth inequality follows immediately from the first inequality by using $|a_x| \sim \frac{|\us_x|}{\sqrt{\delta_S}}$ in \eqref{a}.",2502.01063
proof,"Since the proof is complicated, we refer to Appendix \ref{app:proof_high_order_1} for the proof.",2502.01063
proof,We refer to Appendix \ref{app:proof_high_order_2} for the proof of Lemma \ref{lem: est-1}.,2502.01063
proof,"Again, since the proof is technical, we postpone the proof of Lemma \ref{lem: est-2} to Appendix \ref{app:proof_high_order_3}.",2502.01063
proposition,"Let $\underbar{v}$ and $\underbar{u}$ be smooth monotone functions such that 	\[(\underbar{v},\underbar{u})(x) = (v_{\pm},u_{\pm} )\quad \mbox{for}\quad\pm x\ge 1.\] 	Then, for any constants $M_0$, $M_1$, $\underline{\kappa}_0$, $\overline{\kappa}_0$, $\underline{\kappa}_{1}$, and $\overline{\kappa}_1$ satisfying              0<M_0<M_1 \quad \text{and} \quad 0<\underline{\kappa}_1<\underline{\kappa}_0<\overline{\kappa}_0<\overline{\kappa}_1,      	there exists a finite time $T_0>0$ such that if the initial data $(v_0,u_0)$ satisfy          \|v_0-\underline{v}\|_{H^2(\R)}+\|u_0-\underline{u}\|_{H^1(\R)}\le M_0      \quad \text{and} \quad     \underline{\kappa}_0\le v_0(x)\le\overline{\kappa}_0,\quad\forall x\in\R,      	then the Navier-Stokes-Korteweg equations \eqref{eq:NS} admit a unique solution $(v,u)$ on $[0,T_0]$ such that  	 	&v-\underline{v}\in L^\infty ([0,T_0];H^2(\R))\cap L^2([0,T_0];H^3(\R)),\\      & u-\underline{u}\in L^\infty([0,T_0];H^1(\R))\cap L^2([0,T_0];H^2(\R)). 	     Moreover, the solution $(v,u)$ satisfies 	\[\|v-\underline{v}\|_{L^\infty([0,T_0];H^2(\R))}+\|u-\underline{u}\|_{L^\infty([0,T_0];H^1(\R))}\le M_1\] 	and  	\[\underline{\kappa}_1\le v(t,x)\le \overline{\kappa}_1,\quad \forall(t,x)\in [0,T_0]\times \R.\]",2502.01063
proposition,"\cite{ KVW23} 		For any $c_1,c_2,c_3>0$, there exists a constant $C>0$ such that the following holds. For any $T>0$, and any functions $v,u\in L^\infty((0,T)\times\R)$ with 		\[c_1\le v(t,x)\le c_2,\quad |u(t,x)|\le c_3,\quad \forall (t,x)\in[0,T]\times\R,\] 		the ODE \eqref{ODE_X} has a unique Lipschitz continuous solution $X$ on $[0,T]$. Moreover, we have 		\[|X(t)|\le Ct,\quad t\in[0,T].\]",2502.01063
proposition,"For a given state $(v_+,u_+)\in\bbr_+\times\bbr$, there exist positive constants $C_0,\delta_0$, and $\e_1$ such that the following holds: 		 	Suppose that $(v,u,w)$ is the solution to \eqref{NSK-w} on $[0,T]$ for some $T>0$, and $(\ov,\ou,\ow)$ is the composite waves defined in \eqref{superposition wave-ext}. Let $X$ be the Lipschitz continuous solution to \eqref{ODE_X} with the weight function $a$ defined in \eqref{a}. Assume that $\delta_R,\delta_S<\delta_0$ and 	 	&v-\ov\in L^\infty(0,T;H^2(\bbr))\cap L^2(0,T;H^3(\R)),\\ 	&u-\ou\in L^\infty(0,T;H^1(\bbr))\cap L^2(0,T;H^2(\bbr)) , 	 	with 	 	\|v-\ov\|_{L^\infty(0,T;H^2(\bbr))}+\|u-\ou\|_{L^\infty(0,T;H^1(\bbr))}\le \e_1. 	 	Then, for all $0\le t\le T$, 	 	 	&\left(\norm{v-\ov}_{L^2(\mathbb{R})}^2 +\norm{u-\ou}_{H^1(\mathbb{R})}^2+\norm{w-\ow}_{H^1(\mathbb{R})}^2\right)+\delta_S \int_0^t | \dot{X}(s)|^2 \, d s \\  	&\quad +\int_0^t \left( G_1+G_3+G^S_u+G^S_v+G^R \right) \, ds +  \int_0^t \left( D_{u_1} + D_{u_2} + G_{w} + D_{w_1} + D_{w_2} \right)\, ds   \\  	& \le C_0 \left(\norm{(v-\ov)(0,\cdot)}_{L^2(\mathbb{R})}^2 +\norm{(u-\ou)(0,\cdot)}_{H^1(\mathbb{R})}^2+\norm{w_0-\ow}_{H^1(\mathbb{R})}^2\right)+C_0\delta_R^{1/3}, 	 	 	 	where $C_0$ is independent of $T$, and 	 	 	&G_1:=\int_\R |a_x|\left|p(v)-p(\ov)-\frac{u-\ou}{2C_1}\right|^2\,dx,\quad G_3:=\int_\R |a_x||w-\ow|^2\,dx,\\ 	&G^S_u:=\int_\R |u_x^S||u-\ou|^2\,dx,\quad G^S_v:=\int_{\R} |u^S_x||v-\ov|^2\,dx,\quad G^R:=\int_\R u^R_x |v-\overline{v}|^2\,dx,\\ 	&D_{u_1}:=\int_\R |(u-\ou)_x|^2\,dx,\quad D_{u_2}:=\int_\R |(u-\ou)_{xx}|^2\,dx,\\ 	&G_w:=\int_\R |w-\ow|^2\,dx,\quad D_{w_1}:=\int_{\R}|(w-\ow)_x|^2\,dx,\quad D_{w_2}:=\int_{\R}|(w-\ow)_{xx}|^2\,dx. 	 	 	Here, $C_1$ is a positive constant defined in \eqref{C_star}.",2502.01063
lemma,"[\cite{KV21}] Let $\gamma>1$ and $v_+$ be given constants. Then, there exist positive constants $C$ and $\delta_*$ such that the following assertions hold:                      \item For any $v$ and $\bar{v}$ satisfying $0<\bar{v}<2v_+$ and $0<v<3v_+$,                          |v-\bar{v}|^2 \le C Q(v|\bar{v}), \quad |v-\bar{v}|^2 \le C p(v|\overline{v}).                          \item For any $v,\bar{v}$ satisfying $v,\bar{v} > v_+ /2$,                          |p(v)-p(\bar{v})| \le C |v-\bar{v}|.                          \item For any $0<\delta<\delta_*$ and any $(v,\bar{v}) \in \mathbb{R}^2_+$ satisfying $|p(v)-p(\bar{v})|<\delta$ and $|p(\bar{v})-p(v_+)| < \delta,$                                       &p(v|\bar{v}) \le \left( \frac{\gamma +1 }{2 \gamma } \frac{1}{p(\bar{v})} +C \delta \right) |p(v)-p(\bar{v})|^2,\\              &Q(v|\bar{v}) \ge \frac{p(\bar{v})^{- \frac{1}{\gamma}-1}}{2 \gamma}|p(v)-p(\bar{v})|^2- \frac{1+\gamma}{3\gamma^2}p(\bar{v})^{- \frac{1}{\gamma}-2}(p(v)-p(\bar{v}))^3,\\              &Q(v|\bar{v}) \le \left( \frac{p(\bar{v})^{- \frac{1}{\gamma}-1}}{2 \gamma} +C \delta \right)|p(v)-p(\bar{v})|^2.",2502.01063
lemma,"Let $\delta_R :=|u_m-u_-| \sim |v_m-v_-|$. Then, the smooth approximate 1-rarefaction wave $(\vr, \ur)(t, x)$ satisfies the following properties.                       \item $\ur_x=\frac{2\vr}{\gamma+1}w_x>0$ and $\vr_x=\frac{(\vr)^{\frac{\gamma+1}{2}}}{\sqrt{\gamma}}u^R_x>0$, $\forall x \in \mathbb{R}$ and $t \ge 0.$             \item For any $p \in [1,+\infty]$, there exists a positive constant $C$ such that, for all $t\ge0$,                          &\|(v^R_x,u^R_x)\|_{L^p(\mathbb{R})} \le C \min \left\{\delta_R, \frac{\delta_R^{1/p}}{(1+t)^{1-1/p}} \right\}, \\             &\|(v^R_{xx},u^R_{xx})\|_{L^p(\mathbb{R})} \le C \min \left\{\delta_R, \frac{1}{(1+t)} \right\}, \\             &\|\pa_x^j(v^R,u^R)\|_{L^p(\mathbb{R})} \le C \min \left\{\delta_R, \frac{\delta_R^{1/p}}{(1+t)^{1-1/p}} ,\frac{1}{1+t}+\frac{\delta_R^{1/p-1}}{(1+t)^{2-1/p}}\right\}, \quad j = 3,4,\\             &|u^R_{xx}| \le C |u^R_x|, \quad \forall x \in \mathbb{R}.                          \item For $x \ge \lambda_{1}(v_m)(1+t)$ and for all $t\ge0$,                          &|(\vr,\ur)(t,x) -(v_m,u_m)| \le C \delta_R e^{-2|x-\lambda_{1}(v_m)(1+t)|} , \\             &|(v^R_{x},u^R_{x})(t,x)| \le C \delta_R e^{-2|x-\lambda_{1}(v_m)(1+t)|}.                          \item For $x \le \lambda_{1}(v_-)t$ and for all $t\ge0$,                           &|(\vr,\ur)(t,x) -(v_-,u_-)| \le C \delta_R e^{-2|x-\lambda_{1}(v_-)t|} , \\             &|(v^R_{x},u^R_{x})(t,x)| \le C \delta_R e^{-2|x-\lambda_{1}(v_-)t|}.                          \item $\displaystyle{\lim_{t \to +\infty}\sup_{x \in \mathbb{R}}}|(\vr,\ur)(t,x)-(v^r,u^r)(x/t)|=0$.",2502.01063
lemma,"[\cite{HKKL_pre}]         For a given right-end state $(v_+,u_+)$, there exists a positive constant $\delta_0$ such that the following statement holds. For any left-end state $(v_m,u_m) \in S_2(v_+,u_+)$ with $|v_+-v_m| \sim |u_+ - u_m|=:\delta_S<\delta_0$, there exists a unique solution $(\vs,\us)(\xi)$ to \eqref{viscous-dispersive-shock} such that $\vs(0)=\frac{v_m+v_+}{2}$. Moreover, there exists a positive constant $C$ such that the following estimates hold:                           & (\us)'<0,\quad (\vs)'>0,\quad ' = d/d\xi,\\         &C^{-1} (\vs)'(\xi) \le |(\us)'(\xi)| \le C (\vs)' (\xi), \quad \xi \in \mathbb{R},\\         &|\vs(\xi)-v_\pm|\le C\delta_Se^{-C\delta_S|\xi|},\quad \pm \xi>0,\\         &|(\vs)'(\xi)|\le C\delta_S^2e^{-C\delta_S|\xi|},\quad |(\vs)''(\xi)|\le C\delta_S|(\vs)'(\xi)|.",2502.01063
