title,id,abstract,categories,doi,created,updated,authors,affiliation,url
rigidity of anti-de sitter (2+1)-spacetimes with convex boundary near   the fuchsian locus,2502.01599,we prove that globally hyperbolic compact anti-de sitter (2+1)-spacetimes with strictly convex spacelike boundary that is either smooth or polyhedral and whose holonomy is close to fuchsian are determined by the induced metric on the boundary.,math.gt gr-qc math.dg math.mg,,2025-02-03,,"['roman prosanov', 'jean-marc schlenker']",[],https://arxiv.org/abs/2502.01599
the polytope of probability functions on a finite poset,2502.01604,"kim, kim, and neggers (2019) defined probability functions on a poset, by listing some very natural conditions that a function \(\pi: p \times p \to [0,1]\) should satisfy in order to capture the intuition of ""the likelihood that \(a\) precedes \(b\) in \(p\)"". in particular, this generalizes the common notion of poset probability for finite posets, where \(\pi(a,b)\) is the proportion of linear extensions of \(p\) in which \(a\) precedes \(b\).   they constructed a family of such functions for posets embedded in the ordered plane; that is two say, for posets of order dimension at most two.   we study probability functions of a finite poset \(p\) by constructing an ancillary poset \(\tilde{p}\), that we call *probability functions posets*. the relations of this new poset encodes the restrictions imposed on probability functions of the original poset by the conditions of the definition. then, we define the probability functions polytope, which parameterizes the probability functions on \(p\), and show that it can be realized as the order polytope of \(\tilde{p}\) intersected by a certain affine subspace.   we give a partial description of the vertices of probability functions polytope and show that, in contrast to the order polytope, it is not always a lattice polytope.",math.co math.mg,,2025-02-03,2025-02-04,['jan snellman'],[],https://arxiv.org/abs/2502.01604
additivity and chain rules for quantum entropies via multi-index   schatten norms,2502.01611,"the primary entropic measures for quantum states are additive under the tensor product. in the analysis of quantum information processing tasks, the minimum entropy of a set of states, e.g., the minimum output entropy of a channel, often plays a crucial role. a fundamental question in quantum information and cryptography is whether the minimum output entropy remains additive under the tensor product of channels. here, we establish a general additivity statement for the optimized sandwiched r\'enyi entropy of quantum channels. for that, we generalize the results of [devetak, junge, king, ruskai, cmp 2006] to multi-index schatten norms. as an application, we strengthen the additivity statement of [van himbeeck and brown, 2025] thus allowing the analysis of time-adaptive quantum cryptographic protocols. in addition, we establish chain rules for r\'enyi conditional entropies that are similar to the ones used for the generalized entropy accumulation theorem of [metger, fawzi, sutter, renner, cmp 2024].",quant-ph math-ph math.fa math.mp math.oa,,2025-02-03,,"['omar fawzi', 'jan kochanowski', 'cambyse rouzé', 'thomas van himbeeck']",[],https://arxiv.org/abs/2502.01611
minimum degree edge-disjoint hamilton cycles in random directed graphs,2502.01631,"in this paper we consider the problem of finding ``as many edge-disjoint hamilton cycles as possible'' in the binomial random digraph $d_{n,p}$. we show that a typical $d_{n,p}$ contains precisely the minimum between the minimum out- and in-degrees many edge-disjoint hamilton cycles, given that $p\geq \log^{15} n/n$, which is optimal up to a factor of poly$\log n$.   our proof provides a randomized algorithm to generate the cycles and uses a novel idea of generating $d_{n,p}$ in a sophisticated way that enables us to control some key properties, and on an ``online sprinkling'' idea as was introduced by ferber and vu.",math.co,,2025-02-03,,"['asaf ferber', 'adva mond']",[],https://arxiv.org/abs/2502.01631
new general fixed-point approach to compute the resolvent of composite   operators,2502.01664,"in this paper, we propose a new general and stable fixed-point approach to compute the resolvents of the composition of a set-valued maximal monotone operator with a linear bounded mapping. weak, strong and linear convergence of the proposed algorithms are obtained. advantages of our method over the existing approaches are also thoroughly analyzed.",math.oc,,2025-02-01,,"['samir adly', 'ba khiet le']",[],https://arxiv.org/abs/2502.01664
learning with differentially private (sliced) wasserstein gradients,2502.01701,"in this work, we introduce a novel framework for privately optimizing objectives that rely on wasserstein distances between data-dependent empirical measures. our main theoretical contribution is, based on an explicit formulation of the wasserstein gradient in a fully discrete setting, a control on the sensitivity of this gradient to individual data points, allowing strong privacy guarantees at minimal utility cost. building on these insights, we develop a deep learning approach that incorporates gradient and activations clipping, originally designed for dp training of problems with a finite-sum structure. we further demonstrate that privacy accounting methods extend to wasserstein-based objectives, facilitating large-scale private training. empirical results confirm that our framework effectively balances accuracy and privacy, offering a theoretically sound solution for privacy-preserving machine learning tasks relying on optimal transport distances such as wasserstein distance or sliced-wasserstein distance.",cs.lg math.st stat.th,,2025-02-03,,"['david rodríguez-vítores', 'clément lalanne', 'jean-michel loubes']","['uva, imuva', 'imt, aniti', 'imt, aniti']",https://arxiv.org/abs/2502.01701
simulations of magnetic monopole collisions,2502.01756,"in this paper, we investigate the scattering of bps magnetic monopoles through numerical simulations. we present an ansatz for various multi-monopole configurations suitable for analyzing monopole scattering processes. our study includes planar scattering scenarios involving two, three, and four monopoles, as well as non-planar processes where three and four monopoles form intermediate tetrahedral and cubic states, respectively. our observations align with the theoretical predictions of the moduli space approximation. furthermore, we extend our analysis to relativistic velocities and explore parameters beyond the bps limit.",hep-th hep-ph math-ph math.mp,,2025-02-03,,"['maximilian bachmaier', 'gia dvali', 'josef seitz', 'juan sebastián valbuena-bermúdez']",[],https://arxiv.org/abs/2502.01756
"kirby diagrams, trisections and gems of pl 4-manifolds: relationships,   results and open problems",2502.01757,"we review the main achievements regarding the interactions between gem theory (which makes use of edge-colored graphs to represent pl-manifolds of arbitrary dimension) and both the classical representation of pl 4-manifolds via kirby diagrams and the more recent one via trisections. original results also appear (in particular, about gems representing closed 4-manifolds which need 3-handles in their handle decomposition, as well as about trisection diagrams), together with open problems and further possible applications to the study of compact pl 4-manifolds.",math.gt,,2025-02-03,,"['maria rita casali', 'paola cristofori']",[],https://arxiv.org/abs/2502.01757
"matrix systems, algebras, and open maps",2502.01761,"every state on the algebra $m_n$ of complex nxn matrices restricts to a state on any matrix system. whereas the restriction to a matrix system is generally not open, we prove that the restriction to every *-subalgebra of $m_n$ is open. this simplifies topology problems in matrix theory and quantum information theory.",math.fa quant-ph,,2025-02-03,,['stephan weis'],[],https://arxiv.org/abs/2502.01761
tree properties at successors of singulars of many cofinalities,2502.01762,"from many supercompact cardinals, we show that it is consistent for the tree property to hold at many small successors of singular cardinals, each with a different cofinality. in particular, we construct a model in which the tree property holds at $\aleph_{\omega+\omega+1}$ and at $\aleph_{\omega_n+1}$ for all $0<n<\omega$. we show that this can be done for the strong tree property as well, and extend the technique to large uncountable sequences of desired cofinalities.",math.lo,,2025-02-03,,['william adkisson'],[],https://arxiv.org/abs/2502.01762
on the concurrence of layer-wise preconditioning methods and provable   feature learning,2502.01763,"layer-wise preconditioning methods are a family of memory-efficient optimization algorithms that introduce preconditioners per axis of each layer's weight tensors. these methods have seen a recent resurgence, demonstrating impressive performance relative to entry-wise (""diagonal"") preconditioning methods such as adam(w) on a wide range of neural network optimization tasks. complementary to their practical performance, we demonstrate that layer-wise preconditioning methods are provably necessary from a statistical perspective. to showcase this, we consider two prototypical models, linear representation learning and single-index learning, which are widely used to study how typical algorithms efficiently learn useful features to enable generalization. in these problems, we show sgd is a suboptimal feature learner when extending beyond ideal isotropic inputs $\mathbf{x} \sim \mathsf{n}(\mathbf{0}, \mathbf{i})$ and well-conditioned settings typically assumed in prior work. we demonstrate theoretically and numerically that this suboptimality is fundamental, and that layer-wise preconditioning emerges naturally as the solution. we further show that standard tools like adam preconditioning and batch-norm only mildly mitigate these issues, supporting the unique benefits of layer-wise preconditioning.",cs.lg math.oc stat.ml,,2025-02-03,,"['thomas t. zhang', 'behrad moniri', 'ansh nagwekar', 'faraz rahman', 'anton xue', 'hamed hassani', 'nikolai matni']",[],https://arxiv.org/abs/2502.01763
vertex algebras related to regular representations of $sl_2$,2502.01766,"we construct a family of potentially quasi-lisse (non-rational) vertex algebras, denoted by $\mathcal{c}_p$, $p \geq 2$, which are closely related to the vertex algebra of chiral differential operators on $sl(2)$ at level $-2+\frac{1}{p}$. we prove that for $p = 3$, there is an isomorphism between $\mathcal{c}_3$ and the affine vertex algebra $l_{-5/3}(\mathfrak{g}_2)$ from deligne's series. moreover, we also establish isomorphisms between $\mathcal{c}_4$ and $\mathcal{c}_5$ and certain affine ${w}$-algebras of types $f_4$ and $e_8$, respectively. in this way, we resolve the problem of decomposing certain conformal embeddings of affine vertex algebras into affine ${w}$-algebras. an important feature is that $\mathcal{c}_p$ is $\frac{1}{2} \mathbb{z}_{\geq 0}$-graded with finite-dimensional graded subspaces and convergent characters. therefore, for all $p \geq 2$, we show that the characters of $\mathcal{c}_p$ exhibit modularity, supporting the conjectural quasi-lisse property.",math.qa,,2025-02-03,2025-02-28,"['drazen adamovic', 'antun milas']",[],https://arxiv.org/abs/2502.01766
bounded powers of edge ideals: regularity and linear quotients,2502.01768,"let $s=k[x_1, \ldots,x_n]$ denote the polynomial ring in $n$ variables over a field $k$ and let $i \subset s$ be a monomial ideal. for a vector $\mathfrak{c}\in\mathbb{n}^n$, we set $i_{\mathfrak{c}}$ to be the ideal generated by monomials belonging to $i$ whose exponent vectors are componentwise bounded above by $\mathfrak{c}$. also, let $\delta_{\mathfrak{c}}(i)$ be the largest integer $k$ such that $(i^k)_{\mathfrak{c}}\neq 0$. it is shown that for every graph $g$ with edge ideal $i(g)$, the ideal $(i(g)^{\delta_{\mathfrak{c}}(i)})_{\mathfrak{c}}$ is a polymatroidal ideal. moreover, we show that for each integer $s=1, \ldots \delta_{\mathfrak{c}}(i(g))$, the castelnuovo--mumford regularity of $(i(g)^s)_{\mathfrak{c}}$ is bounded above by $\delta_{\mathfrak{c}}(i(g))+s$.",math.ac,,2025-02-03,,"['takayuki hibi', 'seyed amin seyed fakhari']",[],https://arxiv.org/abs/2502.01768
uniform attraction and exit problems for stochastic damped wave   equations,2502.01783,"we consider a class of wave equations with constant damping and polynomial nonlinearities that are perturbed by small, multiplicative, space-time white noise. the equations are defined on a one-dimensional bounded interval with dirichlet boundary conditions, continuous initial position and distributional initial velocity. in the first part of this work, we study the corresponding deterministic dynamics and prove that certain neighborhoods of asymptotically stable equilibria are uniformly attracting in the topology of uniform convergence. then, we consider exit problems for local solutions of the stochastic damped wave equations from bounded domains $d$ of uniform attraction. using tools from large deviations along with novel controllability results, we obtain logarithmic asymptotics for exit times and exit places, in the vanishing noise limit, that are expressed in terms of the corresponding quasipotential. in doing so, we develop arguments that take into account the lack of both smoothing and exact controllability that are inherent to the problem at hand. moreover, our exit time results provide asymptotic lower bounds for the mean explosion time of local solutions. we introduce a novel notion of ""regular"" boundary points allowing to avoid the question of boundary smoothness in infinite dimensions and leading to the proof of a large deviations lower bound for the exit place. we illustrate this notion by providing explicit examples for different classes of domains $d$. conditions under which lower and upper bounds for exit time and exit place logarithmic asymptotic hold, are also presented. in addition, we obtain deterministic stability results for linear damped wave equations that are of independent interest.",math.pr math.ap math.ds math.oc,,2025-02-03,,"['ioannis gasteratos', 'michael salins', 'konstantinos spiliopoulos']",[],https://arxiv.org/abs/2502.01783
time-dependent quantum geometric tensor and some applications,2502.01788,"we define a time-dependent extension of the quantum geometric tensor to describe the geometry of the time-parameter space for a quantum state, by considering small variations in both time and wave function parameters. compared to the standard quantum geometric tensor, this tensor introduces new temporal components, enabling the analysis of systems with non-time-separable or explicitly time-dependent quantum states and encoding new information about these systems. in particular, the time-time component of this tensor is related to the energy dispersion of the system. we applied this framework to a harmonic/inverted oscillator, a time-dependent harmonic oscillator, and a chain of generalized harmonic/inverted oscillators. we show some results on the scalar curvature associated with the time-dependent quantum geometric tensor and the generalized berry curvature behavior on the transition from harmonic oscillators to inverted ones. furthermore, we analyze the entanglement for the chain through purity analysis, obtaining that the purity for any excited state is zero in the mentioned transitions.",quant-ph math-ph math.mp,,2025-02-03,,"['bogar díaz', 'diego gonzalez', 'marcos j. hernández', 'j. david vergara']",[],https://arxiv.org/abs/2502.01788
on the fluxes induced by interacting fields in multiple scattering,2502.01791,"multiple scattering problems involving point-source excitation of lossy media are considered. the sound fluxes induced by the interactions between the scattered fields are analyzed. theorems connecting interaction intensities (active and reactive) with the lagrangian densities and the scattering cross sections are established. physical bounds regarding cross sections ratios are derived, highlighting the contribution of the interaction-induced intensities to the overall intensity. explicit results for lossless clusters are given. the case of a cluster composed by point-like scatterers is also analyzed.",math-ph math.mp,,2025-02-03,,"['andreas kalogeropoulos', 'nikolaos l. tsitsas']",[],https://arxiv.org/abs/2502.01791
strictly equivalent a~posteriori error estimators for quasi-optimal   nonconforming methods,2502.01799,"we devise a posteriori error estimators for quasi-optimal nonconforming finite element methods approximating symmetric elliptic problems of second and fourth order. these estimators are defined for all source terms that are admissible to the underlying weak formulations. more importantly, they are equivalent to the error in a strict sense. in particular, their data oscillation part is bounded by the error and, furthermore, can be designed to be bounded by classical data oscillations. the estimators are computable, except for the data oscillation part. since even the computation of some bound of the oscillation part is not possible in general, we advocate to handle it on a case-by-case basis. we illustrate the practical use of two estimators obtained for the crouzeix-raviart method applied to the poisson problem with a source term that is not a function and its singular part with respect to the lebesgues measure is not aligned with the mesh.",math.na cs.na,,2025-02-03,,"['christian kreuzer', 'matthias rott', 'andreas veeser', 'pietro zanotti']",[],https://arxiv.org/abs/2502.01799
incidence gain graphs and generalized quadrangles,2502.01805,"we demonstrate a construction method based on a gain function that is defined on the incidence graph of an incidence geometry. restricting to when the incidence geometry is a linear space, we show that the construction yields a generalized quadrangle provided that the gain function satisfies a certain bijective property. our method is valid for finite and infinite geometries. we produce a family of generalized quadrangles by defining such a gain function on an affine plane over an arbitrary field.",math.co,,2025-02-03,,['ryan mcculloch'],[],https://arxiv.org/abs/2502.01805
the spectral degree exponent of a graph,2502.01815,"we propose the spectral degree exponent as a novel graph metric. although hofmeister \cite{hofmeisterthesis} has studied the same metric, we generalise hofmeister's work to weighted graphs. we provide efficient iterative formulas and bounds for the spectral degree exponent and provide highly accurate asymptotic expansions for the spectral degree exponent for several families of graphs. furthermore, we uncover a close relation between the spectral degree exponent and the well-known degree assortativity, by showing high correlations between the two metrics in all small graphs, several random graph models and many real-world graphs.",math.co,,2025-02-03,,"['massimo a. achterberg', 'piet van mieghem']",[],https://arxiv.org/abs/2502.01815
splitting spheres for unlinked $s^2$'s in $s^4$,2502.01817,"we show that there exist infinitely many pairwise non-isotopic splitting spheres for two unlinked, unknotted $s^2$'s in $s^4$. this answers a question posed by hughes, kim, and miller.",math.gt,,2025-02-03,,['alison tatsuoka'],[],https://arxiv.org/abs/2502.01817
score as action: fine-tuning diffusion generative models by   continuous-time reinforcement learning,2502.01819,"reinforcement learning from human feedback (rlhf), which aligns a diffusion model with input prompt, has become a crucial step in building reliable generative ai models. most works in this area use a discrete-time formulation, which is prone to induced errors, and often not applicable to models with higher-order/black-box solvers. the objective of this study is to develop a disciplined approach to fine-tune diffusion models using continuous-time rl, formulated as a stochastic control problem with a reward function that aligns the end result (terminal state) with input prompt. the key idea is to treat score matching as controls or actions, and thereby making connections to policy optimization and regularization in continuous-time rl. to carry out this idea, we lay out a new policy optimization framework for continuous-time rl, and illustrate its potential in enhancing the value networks design space via leveraging the structural property of diffusion models. we validate the advantages of our method by experiments in downstream tasks of fine-tuning large-scale text2image models of stable diffusion v1.5.",cs.lg cs.ai math.oc,,2025-02-03,,"['hanyang zhao', 'haoxian chen', 'ji zhang', 'david d. yao', 'wenpin tang']",[],https://arxiv.org/abs/2502.01819
relatively-secure llm-based steganography via constrained markov   decision processes,2502.01827,"linguistic steganography aims to conceal information within natural language text without being detected. an effective steganography approach should encode the secret message into a minimal number of language tokens while preserving the natural appearance and fluidity of the stego-texts. we present a new framework to enhance the embedding efficiency of stego-texts generated by modifying the output of a large language model (llm). the novelty of our approach is in abstracting the sequential steganographic embedding process as a constrained markov decision process (cmdp), which takes into consideration the long-term dependencies instead of merely the immediate effects. we constrain the solution space such that the discounted accumulative total variation divergence between the selected probability distribution and the original distribution given by the llm is below a threshold. to find the optimal policy, we first show that the functional optimization problem can be simplified to a convex optimization problem with a finite number of variables. a closed-form solution for the optimal policy is then presented to this equivalent problem. it is remarkable that the optimal policy is deterministic and resembles water-filling in some cases. the solution suggests that usually adjusting the probability distribution for the state that has the least random transition probability should be prioritized, but the choice should be made by taking into account the transition probabilities at all states instead of only the current state.",cs.it math.it,,2025-02-03,,"['yu-shin huang', 'chao tian', 'krishna narayanan', 'lizhong zheng']",[],https://arxiv.org/abs/2502.01827
localization phenomena in the random xxz spin chain,2502.01831,"it is shown that the infinite random heisenberg xxz spin-$\frac12$ chain exhibits, with probability one, spectral, eigenstate, and weak dynamical localization in an arbitrary (but fixed) energy interval in a non-trivial parameters range. the crucial step in the argument is a proof that if the green functions for the associated finite systems hamiltonians exhibit certain (volume-dependent) decay properties in a fixed energy interval, then the infinite volume green function decays in the same interval as well. the pertinent finite systems decay properties for the random xxz model had been previously verified by the authors.",math-ph math.mp,,2025-02-03,,"['alexander elgart', 'abel klein']",[],https://arxiv.org/abs/2502.01831
dirichlet species and arithmetic zeta functions,2502.01833,"though joyal's species are known to categorify generating functions in enumerative combinatorics, they also categorify zeta functions in algebraic geometry. the reason is that any scheme $x$ of finite type over the integers gives a ""zeta species"" $z_x$, and any species $f$ gives a dirichlet series $\widehat{f}$, in such a way that $\widehat{z}_x$ is the arithmetic zeta function of $x$, a well-known dirichlet series that encodes the number of points of $x$ over each finite field. specifically, a $z_x$-structure on a finite set is a way of making that set into a semisimple commutative ring, say $k$, and then choosing a $k$-point of the scheme $x$. this is an elaboration of joint work with james dolan.",math.ct math.ag math.nt,,2025-02-03,2025-02-10,['john c. baez'],[],https://arxiv.org/abs/2502.01833
transient stability-constrained opf: neural network surrogate models and   pricing stability,2502.01844,"a transient stability-constrained optimal power flow (tsc-opf) problem is proposed that enforces frequency stability constraints using neural network (nn) surrogate models. nns are trained using a novel model-driven active sampling algorithm that iteratively generates nn training data located near the stability boundary and contained within the feasible set of the alternating current optimal power flow (ac-opf) problem. in the context of wholesale electricity markets, pricing structures are analyzed along with their dependencies on the selected input features to the nn surrogate model. an important insight identifies a trade-off between the accuracy of the nn surrogate model and sensible locational pricing structures. nn surrogate models for frequency stability are validated by ensuring the resulting tsc-opf solution is stable over randomly generated load samples using a small hawaii test case. the proposed tsc-opf problem is shown to significantly enhance frequency stability at low computational cost and low financial cost to the system. for certain selections of nn inputs, the tsc-opf problem is able to stabilize all load scenarios for which the solution to the ac-opf problem resulted in instability.",math.oc,,2025-02-03,,"['manuel garcia', 'nicole logiudice', 'robert parker', 'russell bent']",[],https://arxiv.org/abs/2502.01844
containment control approach for steering opinion in a social network,2502.01847,"the paper studies the problem of steering multi-dimensional opinion in a social network. assuming the society of desire consists of stubborn and regular agents, stubborn agents are considered as leaders who specify the desired opinion distribution as a distributed reward or utility function. in this context, each regular agent is seen as a follower, updating its bias on the initial opinion and influence weights by averaging their observations of the rewards their influencers have received. assuming random graphs with reducible and irreducible topology specify the influences on regular agents, opinion evolution is represented as a containment control problem in which stability and convergence to the final opinion are proven.",eess.sy cs.ma cs.sy math.ds math.oc,,2025-02-03,2025-02-05,['hossein rastgoftar'],[],https://arxiv.org/abs/2502.01847
quasi-isometric rigidity for lamplighters with lamps of polynomial   growth,2502.01849,"a quasi-isometry between two connected graphs is measure-scaling if one can control precisely the sizes of pre-images of finite subsets. such a notion is motivated by the work of eskin-fysher-whyte on lamplighters over $\mathbb{z}$ and the work of dymarz on bilipschitz equivalences of amenable groups, and led genevois and tessera to introduce the scaling group $\text{sc}(x)$ of an amenable bounded degree graph $x$. the main result of our article is a rigidity property for quasi-isometries between lamplighters with lamps of polynomial growth. under assumptions on $g$ and $h$, any such quasi-isometry $n\wr g\longrightarrow m\wr h$ must be measure-scaling for some scaling factor depending on the growth degrees of $n$ and $m$. in particular, the scaling group of such wreath products is reduced to $\lbrace 1\rbrace$. as applications, we obtain additional examples of pairs of quasi-isometric groups that are not bilipschitz equivalent. we also give applications to the quasi-isometric classification of some iterated wreath products, and we exhibit the first example of an amenable finitely generated group $h$ which is \textit{lamplighter-rigid}, in the sense that $\mathbb{z}/n\mathbb{z}\wr h$ and $\mathbb{z}/m\mathbb{z}\wr h$ are quasi-isometric if and only if $n=m$.",math.gr,,2025-02-03,,['vincent dumoncel'],[],https://arxiv.org/abs/2502.01849
robust virtual element methods for 3d stress-assisted diffusion problems,2502.01851,"this paper presents an initial exploration of stress-assisted diffusion problems in three dimensions within the framework of the virtual element method (vem). hilbert spaces enriched with parameter-weighted norms, the extended babu\v{s}ka-brezzi-braess theory for perturbed saddle-point problems, and banach fixed-point theory play a crucial role in performing a robust analysis of the fully coupled non-linear system. the proposed virtual element formulations are provided with appropriate projection, interpolation, and stabilisation operators that ensures the well-posedness of the discrete problem. numerical simulations are conducted to show the accuracy, performance, and applicability of the method.",math.na cs.na,,2025-02-03,,['andres e. rubiano'],[],https://arxiv.org/abs/2502.01851
fully discrete analysis of the galerkin pod neural network approximation   with application to 3d acoustic wave scattering,2502.01859,"in this work, we consider the approximation of parametric maps using the so-called galerkin pod-nn method. this technique combines the computation of a reduced basis via proper orthogonal decomposition (pod) and artificial neural networks (nns) for the construction of fast surrogates of said parametric maps. we provide a fully discrete error analysis of this method that accounts for different discretization errors, including the number of reduced basis in the approximation of the solution manifold, truncation in the parameter space, and, most importantly, the number of samples in the computation of the reduced space, together with the effect of the use of nns in the approximation of the reduced coefficients. following this error analysis we provide a-priori bounds on the required pod tolerance, the resulting pod ranks, and nn-parameters to maintain the order of convergence of quasi monte carlo sampling techniques. the main advantage of galerkin pod-nn over existing traditional techniques is that the online and offline phases of the projection-based reduced basis method are completely decoupled, making the evaluation of the constructed surrogate in run-time considerably faster without the need for an hyper-reduction technique. we conclude this work by showcasing the applicability of this method through a practical industrial application: the sound-soft acoustic scattering problem by a parametrically defined scatterer in three physical dimensions.",math.na cs.na,,2025-02-03,,"['jürgen dölz', 'fernando henríquez']",[],https://arxiv.org/abs/2502.01859
on a formula of the $q$-series $_{2k+4}\phi_{2k+3}$ and its applications,2502.01875,"in this paper we apply a formula of the very-well poised $_{2k+4}\phi_{2k+3}$ to write a $k$-tuple sum of $q$-series as a linear combination of terms wherein each term is a product of expressions of the form $\frac{1}{(qy, qy^{-1};q)_\infty}$. as an application, we shall express a variety of sums and double sums of $q$-series as linear combinations of infinite products. our formulas are motivated by their connection to overpartition pairs.",math.co math.nt,,2025-02-03,,"['george e. andrews', 'mohamed el bachraoui']",[],https://arxiv.org/abs/2502.01875
determining inscribability of polytopes via rank minimization based on   slack matrices,2502.01878,"a polytope is inscribable if there is a realization where all vertices lie on the sphere. in this paper, we provide a necessary and sufficient condition for a polytope to be inscribable. based on this condition, we characterize the problem of determining inscribability as a minimum rank optimization problem using slack matrices. we propose an sdp approximation for the minimum rank optimization problem and prove that it is tight for certain classes of polytopes. given a polytope, we provide three algorithms to determine its inscribability. all the optimization problems and algorithms we propose in this paper depend on the number of vertices and facets but are independent of the dimension of the polytope. numerical results demonstrate our sdp approximation's efficiency, accuracy, and robustness for determining inscribability of simplicial polytopes of dimensions $4\le d\le 8$ with vertices $n\le 10$, revealing its potential in high dimensions.",math.co math.oc,,2025-02-03,,"['yiwen chen', 'joão gouveia', 'warren hare', 'amy wiebe']",[],https://arxiv.org/abs/2502.01878
optimizing impulsive releases in species competition models,2502.01879,"this study focuses on optimizing species release $s_2$ to control species population $s_1$ through impulsive release strategies. we investigate the conditions required to remove species $s_1$, which is equivalent to the establishment of $s_2$. the research includes a theoretical analysis that examines the positivity, existence, and uniqueness of solutions and the conditions for the global stability of the $s_1$-free solution. in addition, we formulate an optimal control problem to maximize the effectiveness of $s_2$ releases, manage the population of $s_1$, and minimize the costs associated with this intervention strategy. numerical simulations are conducted to validate the proposed theories and allow visualization of population dynamics under various releases scenarios.",math.oc q-bio.pe,,2025-02-03,2025-03-28,"['jéssica c. s. alves', 'sergio m. oliva', 'christian e. schaerer']",[],https://arxiv.org/abs/2502.01879
finding blocks of imprimitivity when there is a small-base action on   blocks,2502.01884,"given a transitive permutation group g of degree n , we seek to determine whether or not g is primitive, and to find a system of blocks of imprimitivity in the case that g is imprimitive. an algorithm of atkinson solves this problem in time o(n^2) , while a previous algorithm of ours runs in time o(n log^3|g|) , which is advantageous in the small-base case. a simpler algorithm of schonert and seress has the same asymptotic o(n log^3|g|) performance.   in this paper we extend the small-base algorithms to work with imprimitive groups g which, while not small-base in the action on n points, possess a small-base action on a block system. using a recent upper bound by kelsey and roney-dougal on the size of a nonredundant base of a primitive group of a given degree, we obtain a time of o(n log^5 n) except in the case that g has a primitive action (either on the n points or on a block system) for which the socle is isomorphic to alt(m)^d for some m at least 5 and d at least 1.   a key component of our improvement is a new variant of sifting, which is a workhorse of permutation group algorithms.",math.gr,,2025-02-03,,['robert beals'],[],https://arxiv.org/abs/2502.01884
invariant kernels: rank stabilization and generalization across   dimensions,2502.01886,"symmetry arises often when learning from high dimensional data. for example, data sets consisting of point clouds, graphs, and unordered sets appear routinely in contemporary applications, and exhibit rich underlying symmetries. understanding the benefits of symmetry on the statistical and numerical efficiency of learning algorithms is an active area of research. in this work, we show that symmetry has a pronounced impact on the rank of kernel matrices. specifically, we compute the rank of a polynomial kernel of fixed degree that is invariant under various groups acting independently on its two arguments. in concrete circumstances, including the three aforementioned examples, symmetry dramatically decreases the rank making it independent of the data dimension. in such settings, we show that a simple regression procedure is minimax optimal for estimating an invariant polynomial from finitely many samples drawn across different dimensions. we complete the paper with numerical experiments that illustrate our findings.",math.oc math.rt stat.ml,,2025-02-03,,"['mateo díaz', 'dmitriy drusvyatskiy', 'jack kendrick', 'rekha r. thomas']",[],https://arxiv.org/abs/2502.01886
randomized block-krylov subspace methods for low-rank approximation of   matrix functions,2502.01888,"the randomized svd is a method to compute an inexpensive, yet accurate, low-rank approximation of a matrix. the algorithm assumes access to the matrix through matrix-vector products (matvecs). therefore, when we would like to apply the randomized svd to a matrix function, $f(a)$, one needs to approximate matvecs with $f(a)$ using some other algorithm, which is typically treated as a black-box. chen and hallman (simax 2023) argued that, in the common setting where matvecs with $f(a)$ are approximated using krylov subspace methods (ksms), more efficient low-rank approximation is possible if we open this black-box. they present an alternative approach that significantly outperforms the naive combination of ksms with the randomized svd, although the method lacked theoretical justification. in this work, we take a closer look at the method, and provide strong and intuitive error bounds that justify its excellent performance for low-rank approximation of matrix functions.",math.na cs.na,,2025-02-03,,"['david persson', 'tyler chen', 'christopher musco']",[],https://arxiv.org/abs/2502.01888
isocrystals and de rham-witt connections,2502.01902,"we introduce the notion of integrable connections for a sheaf of differential graded algebras on a topological space. we then describe them in the finite locally projective setting, when the sheaf is either the de rham complex of a formal or a weakly formal scheme, or for the convergent or the overconvergent de rham-witt complex on a smooth scheme over a perfect field of positive characteristic. this enables us to give a new description of convergent and overconvergent isocrystals with a frobenius structure.",math.ag,,2025-02-03,,['rubén muñoz--bertrand'],[],https://arxiv.org/abs/2502.01902
robust cislunar low-thrust trajectory optimization under uncertainties   via sequential covariance steering,2502.01907,"spacecraft operations are influenced by uncertainties such as dynamics modeling, navigation, and maneuver execution errors. although mission design has traditionally incorporated heuristic safety margins to mitigate the effect of uncertainties, particularly before/after crucial events, it is yet unclear whether this practice will scale in the cislunar region, which features locally chaotic nonlinear dynamics and involves frequent lunar flybys. this paper applies chance-constrained covariance steering and sequential convex programming to simultaneously design an optimal trajectory and trajectory correction policy that can probabilistically guarantee safety constraints under the assumed physical/navigational error models. the results show that the proposed method can effectively control the state uncertainty in a highly nonlinear environment and provide a trajectory with better local stability properties than a trajectory designed without considering uncertainties. the framework allows faster computation and lossless covariance propagation compared to existing methods, enabling a rapid and accurate comparison of $\delta v_{99}$ costs for different uncertainty parameters. we demonstrate the algorithm on several transfers in the earth-moon circular restricted three body problem.",math.oc,,2025-02-03,,"['naoya kumagai', 'kenshiro oguri']",[],https://arxiv.org/abs/2502.01907
